text,label
Hey. My name is Maxim and I want to commit suicide.,Depresion
"I was left alone. Everyone turned away from me. I wanted to make money, but I was left with nothing. Even children don't need everything in debt. I don't want to live.",Depresion
"I am 15 years old. I am finishing 9th grade. I practically never miss classes at school, but my grades are low. Constant ridicule and reproaches from teachers is already a common thing for me.",Depresion
"I'm Selfish and Loser. I destroy everything myself with my own hands. I ruin the lives of loved ones and myself. I spoil things, mow at work and I can't do ANYTHING about it. Sometimes there is a feeling that some kind of self-destruction program is running in me, and I launched it in myself. I also like to step on the same rake, I know where it will lead, but I do it anyway. I can't sit still, I am constantly in a hurry somewhere, because of this I am nervous. I will plan one thing, and I do another. I do not believe in a positive outcome of the planned case. Sometimes it is very difficult for me to put up with myself, I am my own enemy, a stranger to myself. I torment myself and those around me, when I need to do something quickly, I wildly start to blunt and slow down. In general, I'm desperate. I don't know how to live further.",Depresion
", I feel emptiness inside myself, I have absolutely no goals, aspirations, desires, nothing.",Depresion
"I donât want to live because I understand that I donât need it, what are the reasons against my suicide?",Depresion
"Guys, I don't know what to do. The meaning of life has disappeared, the girl in whom the soul does not have tea left, I do not want to live without it. So many years down the drain, there is no chance to make peace, I want to leave, tell me where, abroad, from life or something else, I don't want to live.",Depresion
", I have a serious illness, I won't talk about the diagnosis, in general it is not contagious. In the summer of 2015 I was at the consultation, later they had an operation, it seemed like everything went well, a year later the examination showed another operation, after which I was difficult to recover, but I found the strength to live and work, even went to a conference. An operation is scheduled for this month again, but there are no guarantees. This is necessary so that the stupid does not die, but in general then why live with this fucking disease when you subconsciously know that your wife will not have children, who needs me like me? I donât even want to see my relatives and communicate with them so that they donât look at me in my sick form. Everything collapsed, I could <commit suicide - ed. mod.>, the only faith stops. And we have to live, but on the other hand, with With my rare diagnosis it is difficult and pointless to continue to fight for life. I do not see the correct solution to my problem.",Depresion
"We met my boyfriend at the age of 15, he was 17 at the time, now it's 7 years since we have been together, and I want to die.",Depresion
". I never thought that I would write such things about myself anywhere. Everything has come to a standstill and everything is going to hell. There is no one to share with, since at the age of 13 he was left an orphan, and there are no relatives at all. Divorced a year ago, have a son, see each other relatively often.",Depresion
"I am 16 years old. I'm a girl. I'm afraid of my condition. From the age of 14 there were thoughts of suicide, but not as serious as now. Every night for several months I have nightmares, non-stop. I can't sleep well. I eat at best 1-2 times a day. I am very thin. At 16 I weigh 39-40 Once I tried to commit suicide. I swallowed a full pack of the drug, I saw terrible hallucinations, I was terrified, for some reason I began to fear death. That time, I lost 6 kg in 4 hours. I have no friends at all. My father abandoned me a year ago, although he has always been my support, support and best friend. Mom doesn't care about me. She never asks for anything, only turns to when she needs help in the house. My stepfather hates me. I had a young man, but he often beat me, insulted me for nothing, as he later said, ""to annoy me and hurt me."" We're not together now, but I still love him. I have a problem with alcohol. Were with drugs. I started smoking. There were problems at school, I was registered. I feel that every day I have less desire to live. Sometimes I see things that I don't understand. Sometimes they seem to come from my nightmares. I heard voices a couple of times. I started painting. I draw my death. Some strange creatures. I am afraid that I am ill with something. It seems to me that I do not have long left, it seems that I will not be able to cope with all this, it seems that I will not survive.",Depresion
"I am a closed, empty creature. I have no interest in anything. My parents are pulling me, they teach me in the best school in the city, they hire tutors .. And I don't care. I always care about everything. I donât stretch, I donât try .. I go with the flow. Parents call ungrateful, and they say that people like me have no future, and friends ... they simply do not. I live high. Every night I go to the window and think about suicide. I can't live like this. I'm disgusting to myself",Depresion
"In recent years, I started having problems. I'm 15, but this is not a problem that most teenagers have that their parents do not understand. Not understanding the words of these adolescents is that you see their parents are not allowed anywhere, for example at night, although in reality they only worry about their safety. But I'm not having this problem.",Depresion
"To be honest, in my opinion my life is full of shit and failure. Why am I drawing such conclusions? Of course I am only 16 years old and I know little about real life, but I think about it enough as an adult.",Depresion
"It's too bad. Almost 30 years old. There is nothing in life. It's a hell of a job, I can't leave, because I haven't worked anywhere else. There is a tower, but without experience they either will not take it, or they will take it with a small salary. And money is needed. There is no home. You have to live with your parents and pay them half for an apartment where you cannot be the owner. It's even worse with my husband. No children, and no sex either. Once a month, he doesn't want to speak anymore. He swears that he loves and does not change, but I do not believe. I have not felt love for a long time. And there is no desire from him either. I want to drop everything and leave. But nowhere to hide. So I would just die. There are many people who want to live. I want to give them mine. I don't need it. It doesn't make any sense.",Depresion
"I am now 17 years old. I had only one kidney and had an extra finger on my left hand. I had an operation, but still the double finger looks disgusting and people look at me so terribly.",Depresion
"My name is Alina and I am 14, I cannot understand why my mother does not believe me and insults me all the time. I can't stand it when people say bad things about my friends, and my mom does it every day. For some reason, she decided that I was a drug addict and depraved like my friends, although this is not so. And for every little thing, she beats me severely, even when I'm a minute late home. She never understands me and cannot listen. There was even a case that I just went for a walk and returned even earlier than necessary, she began to insult my friends, well, I didnât bother telling her in response that she had thought of all this for herself, that this could not even be. Well, she, as always with the psychos, took the belt and beat it so that I had bruises all over my body and I could not tell anyone where they came from. Although even if I am at home, she will find something to beat. After such cases, I had nervous breakdowns and I even wanted to commit suicide. But the most important thing is that she does not believe me, her own daughter, but believes her colleagues from robots.",Depresion
"My story is like everyone else's. Only I destroyed everything myself. I wanted to improve living conditions. I live alone with two children. She gave birth late. Now they both graduate from high school. Earlier this year, I stumbled upon a program where in 15 months I could get three times the money from the initial deposit. I sold my one-room apartment and moved out to a rented one. I invested 23 thousand dollars in this company. In addition, the company issued a guarantee of a monthly payment of a small amount, which was enough for me to rent an apartment. But after three months everything was covered. Fraudster from Ukraine Burlakova Elena, disappeared with our money. I have nothing to pay for the apartment, I got into loans, now I have nothing to pay neither the loan nor the rent with. The day before yesterday I was already warned to move out within 3 days. In three months I owed almost $ 700 for rent. And I have nowhere to go ... I have no relatives and good friends who would shelter me .... I'm in a state of shock. At night thoughts of leaving life. The company where I worked and received 180 dollars closed half a month ago, and I cannot find another job. Children have not been to school for three days, they sit and watch me so that I do not do anything to myself. The day before yesterday, because I screamed in tears and prayed to God to take me away ... I don't know how to live on ... today or tomorrow I need to vacate the apartment ...",Depresion
"I have lost everything ... there is no homeland, children, parents, even graves ... they are abroad ... at work the boss set me up for a lot of money. no more work. no friends, everyone turned away. I have not had relatives for a long time either. I filed a lawsuit against the boss, he bribed everyone. The case was hushed up. Collectors and banks demand to return the money ... and I have nothing ... only my life ... I'm an old, sick, depressed aunt .. . I have no one to talk to, cry ... the phone is silent for months. I don't go anywhere. I don't see anyone. I live on a beggarly unemployment benefit ... there is no work in the village, and I donât have any health either. sometimes Iâm lying for days without the strength to get up to put the kettle on. to commit suicide and it didnât work out ... the days are like twins .there is no sense in existence. the neighbors laugh, twirl their fingers at their temples. I talk only with the cat and the dogs ... my back. now I donât go anywhere at all. I donât believe in anything. I donât believe in anyone. I donât want to live. there is no point in a dull existence. I understand that no one needs me. if I die, no one will even notice. only my animals. forgive me for the confusion. I have forgotten how to properly formulate phrases. I am a person with higher education, a former accountant. after the collapse of the union I never found my place in life. even toilets of soap. I have always been an ardent fighter for justice. honest and correct to the point of indecency ... and now for side of life ... how can you live with this? AND HOW TO LIVE WITH IT ????????????????",Depresion
"I understand that I want to be at home less and less, and a weekend with my parents is hell for me. It all started about 2 years ago. They began to poke me into the fact that I was not doing anything, although I help decently around the house: washing dishes, vacuuming, cleaning the rooms. But I hear only one thing, from mom and dad, ""You are stupid, you do nothing, why do we need you so much."" I understand that I am already 19 years old and I donât ask my parents for money, because I can already earn a horse myself, so sometimes, when I have free time from studying, I earn money in the most usual way - by distributing leaflets. In the last six months, the situation has worsened completely, no matter what I do, my parents don't like it, it got to the point that my dad could give me a slap on the head, but not an easy one, but such that stars appeared in my eyes. As a result, now I am afraid to say at least something superfluous, at home I sit only in my room, having previously closed the door, thoughts of suicide appear. To my question ""What am I doing wrong?"" I get only straightforward ""Everything"" or ""And you don't do anything."" Well, if I help, why can't you see it? In public I smile, pretend that everything is fine when there is a huge emptiness and pain in my soul. I try to be ideal for them, but I can't, my mother recently said that my father considers me worthless and stupid, and then, during a quarrel, she shouted that I was retarded and thought for 15 years, that I looked terrible and dressed badly. I don't have dinner with them, I wait for them to eat and leave the kitchen, and only then I go to eat, so as not to run into a new quarrel again. I would like to share with them, to tell something, but I understand that they will not understand, because I tried and in return I get only ""This is stupid; This is stupid; This is wrong; You think so stupidly."" I want support, but instead I get criticism, shouts and insults. After graduation, I postpone the moment when I have to go home. I do not want. Alone in the apartment I feel fine and comfortable, no quarrels and screams, but when they are there, I try to leave the house saying that I am going for a walk or I close myself in a room. I feel that my hands are almost down, and I don't know what's next.",Depresion
"I want to die because I am very bad. Everything I start doing ends at 1/3 or half of the way. I just do not have enough strength. There are no friends, because I am afraid of people, girls even more. Sometimes it seems to me that I the worst of people.",Depresion
"I'm 41 ... I still have my whole life ahead of me. Smart, beautiful, talented. Two wonderful sons - 21 and 6 years old. But the thought that I have no place in this life ... Doesn't leave ... She knocks in my head .. Sometimes quietly, like a kitten scratching at the door. Sometimes the alarm bells, so that it covers from head to toe ... And it stops breathing ... And there is no way to breathe .. There is no air and only tears flow, but there is no relief ... To live ... And why ... Why ... There is no desire or meaning ... And",Depresion
". Recently, I have been thinking a lot about suicide, since I no longer see a way out of all this. The fact is that I have a terrible family, my father is a tyrant and despot, my mother is a typical victim, she endures everything and can protect herself or her children. I remember the beatings, the oars in the house since childhood, and now I am already 24. They constantly swear, my father beats my mother very hard, destroys the house, sometimes he hits me when I am at home, I am afraid that he will kill her someday. And he already threatens to do it. except for work I do not go anywhere, as I am depressed and have no friends. I am constantly in fear for my mother, for myself, for my sister. Leaving to live separately is an opportunity, but I cannot leave them. How can I then live if something terrible happens? I will blame myself for everything. Don't write about the police, they don't care, even if they come - they won't be able to influence my father, and even my mother will defend him herself and deny everything I have told. His mother apparently does not want to leave him, since childhood I have been persuading her to leave this mentally ill person. (a tyrant at home, with others a mouse, but he told how he crippled people in the army). Mother wants to leave in words, but in deeds - zero. She always finds excuses that people will say that relatives will say what, who will think what, is afraid that it is expensive to shoot, we will be left without a piece of bread. She does not understand that life is most important! I'm tired of these constant showdowns, separating my father, running around neighbors, calling relatives. Everyone knows what he is, no one wants to contact us and communicate anymore. The guy called to live separately, could not leave and leave her own. As a result, he found a normal girl from a normal family. And I lagged behind with these egoists who think only of themselves. Have not learned to get along in almost 30 years of marriage. I am ashamed of them, ashamed of myself, that I look like my father whom I hate (he himself achieved this, that his family hates him, for his antics), so I just canât accept myself, love. Only self-hatred, because I look like them. I'm afraid of everything, depression, sometimes panic attacks, no strength or hope for a better future. They eat up all my energy, I live like a squeezed lemon. I am so tired, there is no need to live. There is no one to talk to, no support, never, a loner all his life. Despite a complete family. They never cared before me only when they needed a whipping pillow. As a child, my father beat me badly, my mother sometimes. The fact that she didn't want me, because I look like him. There are still the scars from childhood beatings. I am nothing, and I will have nothing. I believe in God, I was baptized 2 years ago. By the way, the parents were against it, I had to do it in secret from everyone. But where is God, when I was so trampled into the mud, I am constantly afraid to be at home, with my mother, whose sister I cannot leave to the mercy of fate! My father hates me fiercely because I called my neighbors. turns to me with obscenities. Constantly humiliates. I'm so tired! So tired!!!",Depresion
"I'm tired ... I'm tired of everything .. I'm a pretty fat girl (56-57 kg) and they call me names all the time .. Fatty, wild boar, complete scum, fat, this list can be continued ... This is not only my classmates who call me, but also relatives. I went on a lot of diets, but I donât sit on them for a long time, because I feel bad from this .. I pretend not to notice, but then I leave somewhere and cry. I donât like to cry in public, I donât like when they see me in a depressed state, I donât like when they pity me (especially my mother. After all, she also talks about my lack, and then regrets it .. It seems to me insincere, and because of this I donât I trust my loved ones with my suffering). But this is not one problem. My relatives have high hopes for me. They want me to enter MGIMO, write the exam perfectly well and study just publicly .. Now I am studying perfectly well, but I am not sure of my knowledge .. I did not know if I would hold out as an excellent student. Once my mother said that if I had not been an excellent student, she would not need me, because I am fat, ugly, etc. I do not want so many things to be laid on me, it would be easier for me if they were not proud of me, they would not decide anything for my future .. I had a grandmother (on my father's side). I loved her very much, more than anyone, more than mom, dad, etc. She taught me everything, write, read, count. I didnât want to go home when I was with her .. But for 3 years now sheâs gone, not in my life, just not .. Iâm now writing and tears are flowing, my hands are trembling ... I canât, it hurts, I donât want anymore nothing, nothing, nothing! My dad and mom are divorced .. I envy other families with parents together. After the death of my grandmother, my grandfather remained. I also love him very much, he was left alone .. I go to him, not often, but I go ... He is a pensioner, but he always gives me pocket money, usually for small things, but recently he gave 5000 thousand. Mom took them and said that she has debts and must pay off (with my money !!). Dad abandoned me (this is how I perceive it). He writes to me, calls, pays alimony, but very little 3300. He himself works as a director of some company and often travels abroad, buys a car for 7 million, recently invited me to Vietnam with him .. I'm so tired, I have nothing at all , but I'm already tired of this. I cry very often, my beloved grandmother .. Where is she? Is it good for her there? I don't dream of her at all, does not come to me ... I often look at a joint photo and cry ...",Depresion
"There was work and additional income (not entirely legal). I left work, tk. I had to change my place of residence due to illegal business. There is an apartment in a mortgage and debts for 1.5 million rubles.",Depresion
"I'm 39. I buried all my relatives, one by one. Then I met a girl and it seemed to me that life came back to me. She was a drinker, but I had a purpose, the meaning of life - to help her. And then ... we lived together for 3 years. I gave her all of myself and everything I had. And she fell in love and went to another. He is a drunk, she came back many times and asked for help. I helped her. But she always returned to him. And I became a homeless person, unemployed and not needed by anyone. Because I accepted it, everyone turned away from me. I donât want to and I donât see any reason to continue living. I have nothing left",Depresion
". I want to share my story, so to speak, pour out my soul. I am 24 years old, I have a daughter of 7 months and a husband. We live in the apartment of his relatives. It all started long ago. I'll start in 2015. I got a job in a hospital in the mountains (a nurse by education) and in the same month I met a guy (my husband) and we started dating. Everything was wonderful. I worked, lived with my sister, dated a guy, didn't need anything. We met for 2 years. I had some problems, but all of them were solved and I fought with the guy too, but in principle everything was fine. Then I got pregnant in January 2017 and we decided to live together. I took the car on credit. The husband began to tax. The work never went well. While I was working, in principle, there were norms. Then I went on maternity leave. But on maternity leave I also worked doing manicure. By the way, I often quarreled with my husband. I cried a lot and was nervous. Then I gave birth and the trash started. There was no money at all, my husband brought a penny which was not enough for anything. He began to let go of his hands very often, had a fight with my mother, she flatly refused to accept us with my daughters. He began to communicate, to meet with all sorts of girls. We had nothing to eat. I took all possible loans and bought food for myself so as not to die of hunger and I am still breastfeeding. The sister was very helpful. We were ill 2 times with our daughters. At these moments I just wanted to suffocate with the child so as not to suffer and torment her. My loan is not paid at all. Collectors are always calling, threatening. In March of this year, my husband had an accident. The insurance company has not paid the money yet. We are barely surviving. We practically do not eat. Sorry for my daughter. Nobody lends money. The husband does not even try to work. But in terms of attitude towards me, he changed. She always cries that she loves and is afraid that we will leave. And I don't want to live anymore. I don't know how to get out of this shit. So sorry for my daughter. Every day I wake up and think about how to survive today. Previously, when thoughts of suicide climbed, they immediately thought about their daughter and the terrible thoughts left. Now even this does not help. I'm afraid I'm doing something.",Depresion
". I will not give my name, I donât think it matters much. I failed my OGE retake in mathematics. Don't think, I really tried really hard. But it didn't work out for me. I disgraced my family. I can hardly imagine my further future. I just want to hide from everyone, turn into dust, so that in principle I do not exist. I see no point in the future. Going to the 10th grade is a whole year of shame and the possibility that I will overwhelm everything again. I am so hurt, ashamed and bitter that I cannot stop crying. Mom supports me, but I understand how ashamed she is that she has a daughter like me. Sorry to write this at all. This is generally a worthless problem compared to what people experience. But I feel so bad ... I wish that I did not exist at all. I cannot cope with the bullying of my classmates if I go to the 10th grade.",Depresion
" everyone, my name is Vadim, and I'm 22 years old. I am in a relationship with a woman since May this year. Everything was fine and serious with us, not long ago I met her mother. I love her very much and I feel good with her, she is the only person whom I am always glad to, who can cheer me up when I feel really bad. So, let's get down to business. She is sometimes hot-tempered, gets turned on by household trifles, for example, not washed socks. In short.",Depresion
"Now all I think about is death. It's just that my ""personal"" life has always been bad enough. And now itâs all hell ... Before, when they hurt me, I wanted to die. And now, when I hurt, I don't just want to die, I want to die in agony !!! My relationship with girls will probably never be ... Never will. I thought to turn to ""God"", but whoever says what, IMHO, it's like putting out a fire with spitting. Maybe someone here can help me ...",Depresion
", I need help .. Now I will tell you about my miserable life. I don't know how I got to this point. So, I was born in a farm. in the family of mom and dad. lived in poverty. dad beat mom, I stood up. always told my mother when we left him. Then my mother gave birth to a brother from my father when I was seven years old. I remember the moment when he was brought home, and I ran away. studied at school perfectly. also, we have a school for 2 farms, and in another there lived a grandmother to whom I went) my mother's grandmother did not like dad, they always said how bad he was, and that I went to my father, and at any moments of my children's disobedience they reproached that I was his daughter. My mother has no education, she became pregnant with me at the age of 17 .. Anything can happen in life .. She worked as a fireman in a recreation center. I got money, I remember going to work with her, helping her. And now my mother divorces my father, my brother and I move to my grandmother in a neighboring farm, I want to go to grade 3, I study perfectly. I help my beloved grandparents. Mom in search of work travels to cities, got a job at a factory. Then my mother states that she met a man at that factory. Mom began to live with him, he lived in a farm in another area, and as preparation, my mother decided to take me to him. there people earn by growing greenhouses and so on and a trick. From morning till night I was forced to work in hot greenhouses. I helped. My stepfather had a family in the same way. was. Divorced, left a daughter. pays her child support. Lives with mom. And one night I heard strange sounds .. I didn't understand what it was .. I was scared .. We lived in the same room. and I saw them making love .. I was crying .. My mom is being used .. Wet what thoughts I had. I turned on the light and said: enough! I want to sleep. Then they brought my brother. we lived . with stepfather and mom. Mom worked at the factory with my stepfather, my brother and I were left alone, I was the mistress. And now the 5th grade is a new school, a new team. Many Turks lived in this farm. there are very few Russians) the girls were already all with forms) I am an oval complex. The boys paid them attentions, I was a gray mouse. Nobody noticed. She studied just as well. Many teachers tried to humiliate me. But I tried. There were conflicts in the family between me and my father. I remember once his daughter came to visit. we played with her. she asked her to circle .. I circled. but for some reason she was jerking all over, I asked her not to do this, but she did not listen .. In general, she fell and broke Callencourt. She ran to her beloved dad. cried. complained how bad I was. I said that she was cheating and specifically sought it .. but they did not believe me. I was a monster. I remember then his ex arrived and started talking nasty things to my mother, to me. And to my brother .. Then suddenly I wanted to return my stepfather .. In general, I saw all these conflicts .. All my classmates had a normal life with computers .. With phones .. but not with me. I reproached my mother that she hadnât achieved anything ... And that she hadnât learned .. I said: âwhy give birth if you donât know how to provideâ in general, there was some kind of offense .. envy .. My classmates already had communication with boys .. I donât .. In general, the complexes were",Depresion
"Hey . My life is useless, I am 14 years old and I do not want to live, I do not understand the meaning of life if you are a stupid fool and an ugly creature. I hate myself why, why live if at my age I don't have a boyfriend, all my girlfriends have long been, and I'm like an outcast. If there is no boyfriend, then, accordingly, does not wake up her husband. I study for Cs, I have many Cs, 11 out of 19 subjects in this quarter. I have only one friend, thank God, although she understands me, but not always, it often seems to me that she uses me. I live only for my parents, but I do not understand how they can tolerate me !!!",Depresion
"I don't know how to live on. I weigh 85 kg with a height of 165 cm. Friends, no. I love one guy for 6 years, but I'm not for him. I have no life goals, no desire to do anything. I live with my mother, she only yells at me. I think about suicide very often. I do not know what to do.",Depresion
"I am 19 and for more than a year now I have not felt anything except anxiety, when it is not there, then there is simply nothing. There is no motivation to do anything. I used to have a good memory, now it has deteriorated significantly, I can hardly remember even twenty new words (I study in foreign language), before that I studied at another university, there were three nervous breakdowns and then one more after the death of my father. I took the documents and re-received. At first everything was fine, I forced myself to work, but the state was as if I had been deprived of all my energy. I did everything with difficulty, I could not remember anything, academic failures and much more. I lied to my mother that I went to university and began to skip. I understand that it is my own fault. At first my mother was on my side and wanted to help, but I could not return to the university because of fear and she said that she would not help anymore and I could do what I wanted. A month ago, thoughts of suicide began to come to me, I do not do it only because of fear of pain, although I understand that in this case it will become much easier. I only went to the psychotherapist with pills and I went tired and sleepy (I remember that I had to drink an anti-anxiety drug and some other drugs). I don't know what to do, I kind of understand that something needs to be done, but I have no desire and strength. And the constant fear that something even worse will happen. It was also that, I beg your pardon, was described in a dream and sometimes panic attacks.",Depresion
"It seems to be nothing, but I don't want to live. And when I remember that my father, whom I loved for 13 years, died even more bitterly, and I want to go to him. There the birds are singing, I am sure that he is in paradise, or somewhere close there / I saw a dream - there was a father / And in paradise - since he did a lot and selflessly good for people. For 8 years, different people called and asked for help, advice to mothers, he was a teacher, a tutor, he taught many, gave the way to life, prompted , I helped, disinterestedly, there was a bssilver. At the grave, flowers were found that relatives did not put. And now the trouble with mom / diabetes, 2-stroke, B. Alzheimer. I often with her, along with my little son, and I b / Passed stoloto, trying to earn binary options, Vulcan casino, three more sites. Naturally, how can I take responsibility for work during the day, Iâm busy, I want to sleep at night. There is a mortgage of course. Another eldest daughter. -like a son, but somehow they will inspect without me, and I have an extra mouth, it is terribly hard with mom. And there, in heaven, dad with flowers, and no responsibility. Mom will inspect sister, I hope - then she will guess - change the apartment for a smaller one - to hire a nurse and a smaller communal apartment / and if I say, I hinted by the way - I am becoming a hunter for a cash supplement after the sale, but I don't want this / Surviving does not mean living I have a lot of sores too. Today I feel the same badly. I just lost hope.",Depresion
"Good afternoon everyone. I donât even know where to start ... At 32, I completely lost the respect and trust of my family and friends, I got money in debt and 5 more loans in MFOs. And the fault is all slot machines. Iâm not going to lie that Iâm done, but Iâm struggling with that. But what to do with debts and how to restore the trust and respect of relatives, alas, I donât know ... My hands have already dropped and I feel that Iâm on the brink ... I understand that suicide is not an option, that it will not be easier for anyone, but I really donât I know what to do ... I am the only one to blame for all this, but I cannot decide it myself ... There are already a lot of calls on loans, insane interest is dripping ... I don't even have anyone to consult with what to do next ...",Depresion
". My name is Yana, I am 26 years old, I live in Krasnodar. The situation is such that I think about suicide, I have depression. I have a child, she goes to kindergarten. Her dad left me still pregnant, I was stupid, young and not I knew about guys, I thought I was good and turned out to be whoever. I live with my mother, my mother works, she helps with my daughter very well, but she has been drinking since my childhood and is getting worse and worse, her health is poor. I also got sick and I donât work. I canât and donât want to, I have only school education and I suffer from depression and mood swings. A long time ago, I met one guy via the Internet, he helped me with my daughter and helps me to this day, calls me to get married, but I donât want I marry him, I donât love him at all, he annoys me, there have been many quarrels over the years, misunderstandings, there is no disrespect for him, I donât perceive him as a man, not externally, not internally, my daughter calls him dad, she is 4 years old, she understands everything.In general, with him, I am because of habit, help mat and because of my daughter, I confessed to him a hundred times that I I donât like him, offered to leave, even threw, said that I wanted him to let me go and find the one that would love him, but he was in no way, he was watching over me, I regretted it all over again, I knelt down, I donât like him at all only I'm sorry for the child, but I hate him for all those bad words that he caused me, he is a very heavy person, I DO NOT UNDERSTAND and outwardly I do not like people. I hate when they look at me, stare, I'm very afraid that someone will be rude to me, and a conflict will ensue, but I shouldn't be nervous, what will anyone think of me, about my appearance and TD, I'm not a beauty, but I'm not ugly either, I have a big a tattoo and it annoys me when they stare at her. Conflicts with my mother, also misunderstanding, she also drinks with character but feeds, provides. Help, I don't know why I live, I want to die, but I'm afraid",Depresion
"It's getting harder every day, it's getting worse. I do not stop thinking about the person for a minute. When I was lonely, he found me, met, I felt a connection from the first minutes, he said the same. Similar life stories, light conversations, common emotions, an identical attitude. He admitted that he has a girlfriend, that it is difficult with her, but he will not leave her, we can only be friends. I promised him never to move away, not to leave him silently, he too. We saw each other secretly, to support each other, we could just walk or sleep in the same bed, no intimacy, nothing but a special friendship for him and a secret love for me, which I decided that he would never know.",Depresion
"I finally waited for the moment when he admitted that he did not need me from the very beginning. Throughout the last year, despite all attempts to achieve reciprocity, I received betrayal, indifference, disrespect. He convinced me that it was my fault. That I'm making up problems. Laughed at my tears. And only now he confessed. He said that I am interesting and beautiful, but he does not want to be anybody's 'guy' at all, and that he has completely different plans in life than to be the only one for someone. I know it's not true, I just don't need it. And the most disgusting thing was that he added that if I just wanted to 'hang out' with him, then he is always ready. But nothing else. Like this. I don't know why I feel so bad and painful, because I guessed about his attitude. But from his lips it sounded like a sentence. He, whom I thought was good, told me such terrible things, and I just don't understand why. I hate myself so much for not being able to tear before, when the wound has not yet grown. But he himself brought me back to use it again and again. I feel like a used dirty thing. I do not want to eat, no more communication with anyone, no live. If I'm so blind, what's next.",Depresion
"I am 16 years old and I donât want to live. You will say transitional age and the like, but no. I have never suffered from such thoughts, but now the edge, the edge of everything. There was a nervous breakdown, another. I know that no one needs in this world, I know that my relatives are discussing me behind my back, apparently I'm such a bad person. About 7-8 years ago I experienced a divorce of my parents, for 9 years I spent all my nerves with my father, I thought my life would get better. It became better, but Not for long. Mom also sometimes drinks and we stopped understanding each other. Some screams and quarrels. I do not want to live suffering from breakdowns and lost nerve cells. Too vulnerable and soft-hearted. Talk to me someone :)",Depresion
"I want to die because I moved to another school, new classmates, every day I do my homework for 3 hours, I donât walk, Iâm a loner, Iâm sitting in the internet",Depresion
44 years. Life gave everything. I did not appreciate.,Depresion
"Tired of living like that. The husband does not care about anything, he constantly humiliates and finds fault. He does not care about his daughter, for almost two years he bought her two toys and, swearing that a lot, gave 1 tr. So that I could buy her clothes for the summer. The rest I bought for maternity or look for in groups ""give away"". I save on everything, I learned to cook from ""nothing"", and still there is not enough money. The less I spend, the more he starts spending. His salary is higher than the average in the city, but half is spent on loans for a car, spare parts, gasoline. If my father had not helped sometimes with food from the village, we would have already starved to death. But my husband never even said thank you for this help, he takes it for granted. Moreover, my relatives consider him ideal, and me a stupid lazy person, because my husband always puts himself in the best light, and offensively jokes at me even in front of strangers. I can't tell anyone anything, because they won't believe me. On all questions, relatives turn to him, it's not interesting to talk to me, I'm boring. I have been full of complexes since childhood, I have always been squeezed and modest. Plus problems with the thyroid gland, extra 15 kg, very bad teeth, a few are gone, the rest after childbirth crumble.",Depresion
"Help, please .. thoughts of suicide have been pursued since the age of 14, then I was sick with anorexia. From early childhood I was told that I was very stupid .. Humiliated and insulted. I swallowed it all.",Depresion
", I'm in the 9th grade, since August I started going to the tutor to pull up to 4 in algebra of geometry. In September, everything was, as it seemed to me, good, but when I wrote a school math probe for 3, it alerted me. ""But this is a school probe, the next one will be better."" I said to myself, and when the first trimester ended, I got 3/3, at first I could not believe, because the grades that the teacher gave us in mid-October were in order, then when I asked how I could get such grades, she showed me that according to the last works I am 3 and these are the ones I made myself, without a tutor. I asked if I could fix it, but I was refused. I upset my parents, so much money and effort was invested, and then 3, as if there was no tutor ... I was told that if I get the same grade from a city sampler, I can forget about tutors, I can get out myself. I can't do this anymore, because of this it is hard for me to breathe, I have no strength, I shed tears every night, I want to be pride for my parents, they invest so much in me, and I am like a parasite giving nothing in return .. ...",Depresion
"I feel so bad ... I really want to die, I have no friends, my parents do not understand me, they recently had a trial and they are quite conflicted people, they earn little, the person I liked turned out to be very bad and did not live up to my expectations, I live I'm in a small village where everyone knows each other, in this village they say not very good things about me, and I can't even leave the house, they constantly say something. I had friends before, but they absolutely do not care about me, live I don't want to, I would like to go somewhere from here, but parents are tough! They have no money and they don't want to send me anywhere (((I donât know what to do ((It feels like everyone hates me.",Depresion
"Hi, I'm 23, I live with my parents.",Depresion
